,CLASS_NAME,num,x,y,B1,B2,B4,B7,B10,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B27,B30,B32
0,baigurang,253,374967.428,2381818.592,1453,1328,1250,1458,1714,842,777,755,1049,1395,1755,2027,2204,2375,2439,2597,2391,1728,3539
1,baigurang,257,375119.5196,2381822.049,877,915,914,1162,1148,673,636,652,1104,1520,3193,3347,3406,3630,3703,3763,3336,5561,6401
2,baigurang,3836,373366.3504,2382041.285,862,988,765,1042,1032,644,566,601,955,1371,2390,2550,2559,2767,2929,3044,2432,3217,3774
3,baigurang,3837,373370.2795,2382031.086,875,950,769,995,1015,596,553,560,969,1380,2380,2593,2602,2733,2846,2832,2336,3013,4066
4,baigurang,3838,373362.3949,2382023.241,884,908,803,1011,1004,580,531,581,964,1414,2323,2480,2575,2589,2740,2766,2288,3534,3888
5,baigurang,3840,373349.3773,2382009.221,798,855,747,1030,993,588,533,556,963,1399,2363,2557,2635,2674,2852,2868,2379,3396,3552
6,baigurang,3841,373339.2455,2382013.296,796,858,729,1029,945,545,512,543,948,1448,2488,2687,2659,2774,2990,2984,2460,3369,3622
7,baigurang,3842,373331.7445,2382005.565,867,884,715,1017,937,537,513,553,959,1455,2683,2789,2727,2875,3103,3057,2510,3488,3885
8,baigurang,3844,373310.9059,2382009.308,876,844,658,1026,938,501,473,510,984,1417,2734,2948,2928,3094,3246,3281,2702,3796,4072
9,baigurang,3846,373303.7264,2381964.32,793,893,708,998,929,572,517,534,942,1402,2521,2593,2613,2709,2856,2859,2340,3340,3898
10,baigurang,3847,373289.7339,2381948.231,849,952,641,990,943,575,440,521,990,1365,2253,2479,2531,2617,2745,2634,2284,3456,3888
11,baigurang,3849,373230.8177,2381924.191,713,833,650,976,865,508,446,481,870,1380,2618,2698,2830,2867,3068,3208,2541,3605,4362
12,baigurang,3851,373207.7962,2381883.71,833,940,712,1006,911,510,547,524,980,1489,2614,2633,2568,2823,2960,3034,2448,3886,4715
13,baigurang,3852,373168.7595,2381844.826,851,901,763,1040,975,596,524,523,1010,1462,2607,2844,2776,2884,2953,2913,2392,3545,3743
14,baigurang,3853,373145.7956,2381831.735,865,919,744,1042,990,617,564,564,965,1407,2348,2501,2452,2490,2619,2496,1973,1362,3435
15,baigurang,3855,373147.7217,2381855.633,910,951,773,1051,994,590,523,558,977,1370,2654,2744,2743,3000,3094,3276,2692,3228,3869
16,baigurang,3857,373128.8821,2381863.802,933,894,799,1036,1005,641,573,573,908,1387,2313,2448,2573,2618,2810,2917,2575,3119,3338
17,baigurang,3858,373100.9757,2381895.725,955,810,712,1081,977,587,550,561,970,1428,2609,2807,2777,2984,3037,3152,2617,3130,3873
18,baigurang,3859,373107.9078,2381911.758,934,900,725,1072,981,600,522,531,985,1502,2808,2937,2963,3075,3153,3334,2831,3921,4136
19,baigurang,3860,373117.8826,2381931.115,893,896,678,1064,982,565,517,570,980,1468,2817,2896,2848,3086,3202,3354,2937,4322,4331
20,baigurang,3861,373215.5344,2381846.673,897,919,755,1073,984,683,567,622,938,1272,1994,2257,2374,2546,2584,2883,2756,4250,3703
21,baigurang,3862,373213.0539,2381836.156,881,909,783,1103,1047,663,586,611,1004,1288,2198,2369,2493,2701,2822,2942,2807,4424,4567
22,baigurang,3863,373222.9758,2381841.216,916,968,849,1115,1066,610,573,594,952,1387,2388,2549,2622,2866,2948,3165,2893,4340,4426
23,baigurang,3864,373221.977,2381831.169,869,1008,862,1143,1097,662,571,569,1005,1360,2363,2545,2660,2753,2976,3104,2886,4635,4562
24,baigurang,3865,373207.4196,2381828.753,867,872,821,1099,1027,688,622,576,997,1342,2115,2444,2517,2607,2730,2939,2853,4415,4412
25,baigurang,3866,373226.5094,2381855.674,937,895,751,1062,990,628,580,570,944,1397,1958,2194,2307,2547,2598,3010,2875,4152,3696
26,baigurang,3867,373236.956,2381866.564,924,860,815,1060,1003,597,555,558,948,1317,2088,2256,2343,2552,2724,3029,2871,4271,3844
27,baigurang,3868,373243.0745,2381876.056,849,938,800,1034,988,575,568,571,935,1278,2147,2279,2369,2565,2630,2985,2850,4333,3920
28,baigurang,3870,373248.4323,2381863.058,943,938,839,1114,1017,587,570,526,899,1387,2446,2644,2641,2889,3023,3350,3009,4542,4052
29,baigurang,3871,373258.685,2381858.692,842,970,794,1072,1053,555,564,495,928,1442,2644,2823,2745,2949,3028,3292,3009,4738,4445
30,baigurang,3872,373266.9863,2381869.739,824,1025,879,1042,1022,590,511,541,987,1452,2563,2662,2678,2863,3121,3191,2970,4610,4341
31,baigurang,3873,373266.0933,2381883.2,851,1018,848,1053,1010,596,531,575,996,1299,2361,2472,2562,2775,2842,3185,2918,4505,4063
32,baigurang,3874,373264.5058,2381897.289,856,913,782,1049,979,590,549,599,938,1295,2193,2219,2309,2443,2515,2911,2706,4196,3895
33,baigurang,3876,373286.0363,2381908.699,863,961,881,1048,1003,606,558,575,955,1232,2066,2327,2444,2687,2761,3020,2739,4267,3964
34,baigurang,3878,373278.564,2381899.283,818,995,867,1048,1005,572,549,565,972,1373,2295,2429,2476,2619,2730,3011,2681,4216,4157
35,baigurang,3879,373191.9856,2381811.832,999,992,878,1113,1074,648,567,645,991,1439,2195,2400,2439,2670,2825,3067,2786,4285,4108
36,baigurang,3881,373175.9915,2381799.323,965,1010,880,1110,1048,677,591,583,982,1414,2129,2374,2421,2562,2740,3035,2698,3985,3615
37,baigurang,3882,373187.0114,2381784.163,996,984,808,1092,1046,583,585,572,966,1539,2414,2656,2676,2794,3075,3252,2820,4018,3620
38,baigurang,3883,373196.457,2381791.307,903,962,836,1088,1041,615,582,564,973,1432,2518,2680,2739,2856,3171,3327,2896,4025,4100
39,baigurang,3884,373199.9892,2381779.202,963,1037,841,1069,1031,625,558,517,1001,1476,2682,2800,2744,3002,3151,3350,2765,3791,4010
40,baigurang,3885,373208.9189,2381772.256,855,904,793,1047,1001,615,524,527,1001,1459,2713,2891,2845,2970,3143,3145,2664,3942,4349
41,baigurang,3886,373191.0992,2381763.168,809,966,844,1121,1014,583,565,580,979,1399,2242,2654,2592,2755,2845,2694,2369,2438,2802
42,baigurang,3887,373210.6046,2381787.585,850,982,780,1066,1019,607,555,571,983,1371,2532,2751,2780,2983,3169,3342,2856,4105,4357
43,baigurang,3888,373223.0929,2381794.728,817,932,802,1038,985,579,518,549,954,1456,2655,2804,2826,3045,3145,3305,2919,4025,4208
44,baigurang,3889,373224.5217,2381780.758,703,943,753,1036,953,520,537,548,974,1412,2779,2754,2770,3000,3109,3232,2762,4447,4422
45,baigurang,3893,373252.5676,2381811.027,880,929,621,927,977,559,510,489,936,1440,2744,2901,2966,3169,3220,3418,2982,4469,4555
46,baigurang,3894,373248.5988,2381797.057,875,920,735,997,908,562,507,502,912,1484,2733,2913,2883,3041,3183,3396,2832,4424,4312
47,baigurang,3896,373389.4588,2381994.342,891,1044,837,1128,1047,667,628,659,1004,1365,2138,2183,2218,2295,2489,2837,2707,4233,4009
48,baigurang,3897,373384.0679,2381985.114,869,1080,895,1116,1058,633,610,658,989,1328,2257,2288,2360,2544,2690,3017,2898,4400,4008
49,baigurang,3898,373392.4738,2381978.584,952,1041,904,1116,1105,665,655,591,964,1435,2504,2642,2689,2916,2984,3298,3010,4474,4105
50,baigurang,3899,373402.4609,2381979.22,1025,1106,929,1129,1134,760,703,642,1022,1537,2554,2721,2752,2987,2997,3361,3000,4320,3991
51,baigurang,3900,373396.0426,2381968.165,1072,906,868,1126,1055,655,572,614,977,1480,2548,2774,2766,3030,3213,3297,2992,4623,4604
52,baigurang,3901,373387.0602,2381959.676,1106,919,923,1124,1110,602,578,596,992,1405,2642,2850,2795,2975,3181,3414,3059,4589,4481
53,baigurang,3902,373402.0727,2381937.176,836,895,769,1016,986,561,523,527,988,1430,2752,2864,2887,3168,3137,3397,3053,4738,4578
54,baigurang,3904,373380.9859,2381942.661,815,924,758,1000,955,537,506,536,953,1432,2645,2818,2819,3028,3146,3386,2991,4768,4431
55,baigurang,3905,373409.0539,2381920.194,838,920,706,1042,995,539,521,543,953,1485,2712,2860,2857,3103,3241,3484,3099,4540,4567
56,baigurang,3906,373170.4446,2381785.177,1002,1021,949,1138,1113,784,665,708,963,1347,1827,2007,2051,2206,2372,2605,2457,2969,3323
57,baigurang,3907,373214.482,2381727.608,983,973,755,1083,983,562,560,573,982,1388,2325,2523,2594,2828,2825,2973,2802,3884,4134
58,baigurang,3909,373233.0147,2381714.716,987,923,801,1045,1003,588,540,568,966,1471,2703,2784,2944,3055,3181,3364,3043,4418,4339
59,baigurang,3910,373228.4374,2381699.686,773,972,804,1052,987,598,554,554,937,1508,2566,2621,2628,2835,2980,3071,2764,3944,4143
60,baigurang,3911,373250.4244,2381697.153,940,994,733,1048,967,570,510,552,975,1514,2721,2920,2947,3131,3306,3468,3128,4622,4048
61,baigurang,3914,373242.5115,2381675.185,821,922,680,1039,982,594,560,544,953,1517,2596,2896,2891,3034,3235,3411,2974,4724,4321
62,baigurang,3916,373258.7834,2381654.68,777,975,650,1059,1003,548,559,537,1063,1483,2893,2973,2968,3193,3218,3464,3057,4594,4499
63,baigurang,3917,373273.1371,2381642.708,789,952,699,1019,993,589,533,534,1030,1526,2946,3005,3009,3186,3307,3557,3078,4613,4659
64,baigurang,3920,373284.2805,2381656.755,885,892,682,992,941,571,499,548,980,1549,2828,2980,2900,3224,3347,3600,3077,4797,4810
65,baigurang,3921,373334.816,2381638.234,751,890,781,1066,940,607,534,513,994,1467,2775,2940,2912,3141,3280,3343,3036,4594,4562
66,baigurang,3922,373342.489,2381621.83,968,929,739,1027,946,546,530,539,999,1544,2841,2952,2917,3217,3255,3369,2890,4086,4412
67,baigurang,3924,373359.0255,2381624.872,920,778,765,1002,1000,569,505,593,1011,1536,2701,2877,2881,3052,3295,3204,2773,3740,4242
68,baigurang,3925,373352.94,2381643.79,889,973,727,1004,999,558,501,556,1018,1555,2635,2857,2941,3043,3225,3284,2769,3941,4310
69,baigurang,3926,373311.6649,2381561.108,845,925,789,1099,1027,631,570,605,1013,1501,2780,2869,2846,3053,3194,3216,2709,3345,3088
70,baigurang,3927,373274.7555,2381597.62,830,941,782,1075,1010,600,547,577,1022,1436,2577,2826,2873,3003,3167,3283,2818,3592,3169
71,baigurang,3928,373330.8826,2381662.576,821,869,665,1016,920,539,490,526,945,1506,2763,2960,3067,3134,3296,3494,2984,4624,4677
72,baigurang,3929,373389.4852,2381563.478,933,1092,951,1166,1148,671,641,580,984,1475,2413,2497,2662,2764,2948,3158,2820,4008,3806
73,baigurang,3930,373410.2286,2381554.588,924,1097,834,1049,1046,608,604,564,984,1548,2523,2764,2784,2987,3102,3223,2809,4072,4350
74,baigurang,3931,373393.1894,2381535.75,983,1023,797,1112,1032,587,536,574,1019,1551,2614,2855,2751,3012,3110,3310,2745,3710,4006
75,baigurang,3932,373373.5044,2381519.981,789,989,861,1134,1078,602,565,585,1044,1542,2632,2706,2763,2985,3029,3103,2496,2928,3633
76,baigurang,3933,373428.8553,2381537.02,937,928,740,1075,1005,595,554,534,1053,1576,2701,2829,2738,3004,3125,3170,2554,3581,4230
77,baigurang,3934,373439.0153,2381594.699,1034,1018,779,1062,1013,608,550,544,954,1356,2366,2480,2647,2723,2914,3132,2894,4161,4499
78,baigurang,3935,373440.9203,2381622.216,867,961,866,1058,1065,665,609,541,1006,1397,2313,2384,2532,2772,2911,3116,2849,4088,4262
79,baigurang,3936,373452.8795,2381675.344,901,921,881,1063,1052,693,575,629,937,1254,1992,2238,2335,2540,2702,3156,2835,4042,3820
80,baigurang,3937,373474.1521,2381654.284,909,925,778,1092,1012,576,556,562,1025,1509,2661,2827,2911,3074,3165,3292,2888,4146,4260
81,baigurang,3938,373495.4246,2381680.954,864,964,814,1083,1011,582,545,545,945,1560,2873,2871,2890,3190,3206,3554,2835,4227,4516
82,baigurang,3939,373439.5445,2381726.039,884,904,794,1041,973,587,545,562,929,1370,2204,2342,2459,2555,2619,2788,2398,2697,3755
83,baigurang,3940,373425.4686,2381763.504,798,896,665,1000,947,542,531,516,943,1415,2691,2695,2861,2877,3077,3076,2539,3637,3961
84,baigurang,3941,373449.7045,2381776.839,837,887,666,1031,951,559,523,558,951,1408,2718,2791,2802,3083,3091,3356,2710,3845,3972
85,baigurang,3943,373481.2429,2381745.406,800,928,730,1056,1016,616,522,521,1031,1518,2482,2692,2677,2787,2901,3009,2531,3704,4187
86,baigurang,3944,373507.1721,2381764.562,833,916,814,1090,1017,674,611,635,949,1239,2240,2192,2256,2408,2621,2796,2672,4044,3792
87,baigurang,3946,373510.6646,2381733.976,873,959,772,1078,1044,664,619,594,978,1385,2318,2478,2555,2779,2770,2907,2483,4035,3994
88,baigurang,3949,373412.2968,2381462.705,1029,997,767,1126,1024,636,559,580,1034,1455,2408,2695,2686,2805,2976,3160,2734,3961,3653
89,baigurang,3950,373422.4568,2381475.564,939,994,868,1124,1050,617,585,605,992,1492,2419,2588,2589,2750,2892,3129,2686,3854,3869
90,baigurang,3952,373374.9111,2381417.223,1042,1113,962,1230,1225,740,734,703,1038,1413,2101,2312,2301,2519,2552,2742,2357,2193,3224
91,baigurang,3953,373404.2005,2381408.651,950,949,874,1116,1038,616,620,630,991,1414,2484,2591,2727,2704,2724,2822,2134,1361,3241
92,baigurang,3955,373416.9799,2381409.762,890,864,859,1139,1041,650,581,579,1033,1467,2545,2537,2559,2590,2687,2543,1949,1462,3478
93,baigurang,3956,373427.9337,2381424.367,847,970,912,1081,1045,620,594,580,993,1504,2588,2662,2738,2745,2982,3027,2229,1451,3388
94,baigurang,3957,373423.568,2381434.13,871,973,818,1113,1037,608,588,582,982,1518,2490,2726,2763,2855,3001,3030,2440,2095,3353
95,baigurang,3958,373437.6968,2381440.559,861,935,785,1117,1039,625,586,558,994,1534,2506,2681,2781,2746,2909,2844,2157,1658,3368
96,baigurang,3959,373434.9981,2381452.307,867,928,791,1097,1046,633,579,603,967,1504,2500,2639,2807,2865,3005,3110,2417,1995,3370
97,baigurang,3961,373479.9178,2381479.438,959,925,790,1100,1039,593,526,541,990,1412,2495,2565,2723,2741,2821,2732,2166,2318,3177
98,baigurang,3963,373506.6408,2381509.733,934,968,800,1070,1015,637,561,563,1019,1591,2688,2609,2719,2844,2817,2831,2276,3038,4023
99,baigurang,3965,373514.9752,2381601.014,927,939,818,1099,1065,656,611,593,949,1450,2617,2719,2740,2957,3069,3305,2838,4493,4417
100,baigurang,3967,373562.9971,2381637.13,897,976,808,1101,1039,625,546,562,976,1528,2828,2911,2902,3194,3233,3352,2875,4310,4550
101,baigurang,3970,373587.6034,2381697.984,923,927,813,1104,1074,607,583,570,1016,1551,2763,2944,2900,3077,3267,3471,3065,4536,4699
102,baigurang,3973,373599.8272,2381571.545,887,972,713,1080,1038,639,590,557,1014,1428,2452,2662,2708,2850,2926,3039,2565,3740,4078
103,baigurang,3974,373959.7684,2381636.487,1180,1157,1043,1319,1382,851,779,776,1068,1258,2094,2189,2370,2452,2597,2912,2617,3794,3614
104,baigurang,3976,373968.9627,2381614.989,987,1007,895,1109,1079,642,585,575,965,1242,2179,2314,2376,2629,2650,2731,2323,2662,3484
105,baigurang,3977,373953.683,2381614.659,895,986,792,1074,1033,632,570,570,918,1287,2323,2437,2492,2736,2747,2999,2504,3481,3764
106,baigurang,3980,373879.2159,2381612.595,889,962,720,1043,999,583,551,576,995,1409,2691,2800,2811,3154,3114,3363,2943,4666,4671
107,baigurang,3981,373933.9847,2381575.13,817,833,706,1068,1008,563,494,541,934,1319,2393,2502,2675,2707,2718,2963,2541,3506,3585
108,baigurang,3982,373964.306,2381596.561,1117,947,737,1049,1014,612,503,533,933,1259,2155,2350,2420,2470,2559,2549,2107,1679,3098
109,baigurang,3983,373951.7647,2381557.191,816,912,745,1026,941,560,525,539,906,1252,2056,2170,2286,2388,2429,2506,2072,1818,2935
110,baigurang,3984,373895.2496,2381544.967,961,975,771,1035,955,541,553,528,931,1400,2588,2680,2649,2872,3060,3257,2674,3906,4230
111,baigurang,3985,373873.9771,2381540.998,928,968,817,1050,1000,605,544,549,982,1423,2645,2728,2703,2951,3083,3232,2716,3914,4250
112,baigurang,3986,373827.4632,2381536.871,799,947,720,1027,1002,573,546,518,923,1435,2741,2854,2871,3086,3166,3415,2958,4530,4447
113,baigurang,3988,373907.9497,2381504.327,873,902,747,1045,979,592,539,515,928,1243,2205,2353,2406,2421,2589,2478,1926,1143,2954
114,baigurang,3990,373853.657,2381464.745,973,977,816,1043,997,579,533,590,962,1329,2295,2482,2515,2667,2766,2721,2160,1788,3168
115,baigurang,3994,373765.5788,2381375.87,781,1078,817,1083,1042,604,603,549,991,1422,2389,2459,2619,2689,2840,2823,2463,3274,3413
116,baigurang,3995,373751.8205,2381347.824,906,952,779,1106,1064,640,606,659,934,1406,1976,2134,2285,2437,2379,2570,2344,3080,3431
117,baigurang,3996,373770.3414,2381338.96,864,950,834,1076,1047,630,555,602,949,1305,2180,2233,2367,2400,2477,2503,2166,1651,3252
118,baigurang,3997,373716.3662,2381332.743,770,990,758,1085,1022,595,566,594,973,1486,2541,2655,2716,2764,2971,3035,2672,4180,4335
119,baigurang,3998,373694.6704,2381328.377,848,954,749,1019,1002,574,518,596,1029,1478,2647,2684,2645,2807,2888,2989,2525,3516,4322
120,baigurang,3999,373665.5661,2381303.374,833,923,800,1090,1044,606,571,586,1010,1468,2627,2760,2759,2973,3070,3169,2886,4457,4807
121,baigurang,4000,373675.7526,2381270.169,910,981,790,1104,1086,600,563,599,1013,1418,2699,2824,2753,2966,3048,3151,2703,4290,4345
122,baigurang,4001,373715.0433,2381283.001,851,928,857,1148,1116,685,618,561,948,1310,2190,2228,2367,2537,2628,2698,2499,3170,3640
123,baigurang,4002,373685.9391,2381225.586,910,969,861,1085,1055,654,594,580,1011,1504,2717,2855,2793,2986,3122,3270,2744,4096,4087
124,baigurang,4003,373659.7453,2381218.046,945,926,779,1112,1040,569,573,585,1018,1523,2917,2944,3055,3128,3345,3529,2933,4585,5168
125,baigurang,4004,373654.7182,2381191.587,899,955,682,1097,1010,605,540,534,1033,1524,2769,2899,3086,3129,3195,3493,3036,4464,4470
126,baigurang,4006,373613.84,2381148.989,999,957,771,1140,1023,614,545,591,1015,1622,2869,3077,3043,3239,3402,3666,2933,4119,4263
127,baigurang,4007,373565.6857,2381161.292,1089,1000,769,1119,1047,610,610,604,1081,1644,2941,3141,3023,3330,3420,3724,3208,4876,5069
128,baigurang,4008,373541.344,2381173.463,847,963,836,1117,1024,639,583,601,1072,1696,2925,2952,2894,3203,3329,3637,3218,5036,5171
129,baigurang,4011,373500.3335,2381129.41,1000,974,819,1135,1087,699,626,614,1102,1509,2694,2696,2775,2973,3121,3424,2794,4159,4423
130,baigurang,4012,373533.0096,2381134.966,971,939,793,1141,1027,669,586,647,1100,1576,3002,3055,3032,3304,3560,3709,3137,4759,5217
131,baigurang,4013,373561.1878,2381115.916,904,1053,806,1118,1092,631,600,610,1101,1685,2993,3055,3121,3235,3410,3571,2883,3739,4494
132,baigurang,4016,373480.2251,2381157.059,1014,1048,865,1187,1127,684,600,675,1042,1485,2478,2536,2728,2831,2923,2976,2595,3423,2889
133,baigurang,4017,373532.6128,2381192.513,865,904,793,1119,1040,624,586,598,1021,1589,2803,2958,2899,3194,3348,3587,3161,4923,4970
134,baigurang,4018,373485.3845,2381222.94,814,970,748,1107,1039,630,572,591,1055,1552,2805,2804,2812,2878,3095,3265,2805,4439,4264
135,baigurang,4019,373492.1314,2381249.531,822,1030,724,1088,1053,624,575,554,974,1621,2975,2986,3057,3214,3279,3430,2933,4253,4504
136,baigurang,4020,373463.4241,2381227.968,1011,899,756,1143,1080,657,597,612,1049,1647,2743,2684,2767,2938,2987,3191,2578,3864,4048
137,baigurang,4021,373449.4011,2381258.924,1036,829,890,1164,1119,694,611,655,1039,1487,2607,2699,2690,2885,2886,3121,2599,3475,3852
138,baigurang,4022,373456.4126,2381281.81,994,1013,863,1120,1062,654,552,590,1038,1621,2689,2836,2918,3045,3253,3443,2944,4144,3799
139,baigurang,4023,373475.8595,2381288.425,983,813,798,1096,1051,619,568,632,1029,1634,2988,2930,2954,3102,3250,3549,3049,4682,4930
140,baigurang,4024,373444.374,2381302.448,826,1038,881,1135,1037,635,593,585,1037,1494,2622,2603,2790,2970,3034,3372,2849,4401,4447
141,baigurang,4026,373586.6375,2381109.616,962,950,837,1173,1097,675,601,585,1077,1574,2808,2888,2787,2999,3026,3115,2166,1108,3646
142,baigurang,4028,373562.3321,2381191.736,868,967,877,1117,1032,657,566,559,1094,1594,2917,3012,2979,3222,3433,3720,3212,4931,4705
143,baigurang,4029,373604.6656,2381164.616,928,962,793,1136,1052,633,565,601,1085,1600,2885,3054,3065,3258,3388,3706,3142,4773,4772
144,baigurang,4030,373646.6021,2381204.965,884,854,773,1072,1012,585,552,604,955,1445,2945,3032,3151,3332,3459,3693,3054,4804,5091
145,baigurang,4031,373662.3448,2381232.217,962,946,802,1129,1096,568,539,598,1003,1538,2876,2927,2982,3101,3289,3510,2875,4280,4762
146,baigurang,4032,373684.0407,2381209.728,875,1017,781,1089,1032,635,561,578,1027,1453,2681,2710,2729,2817,2990,3106,2626,3796,4148
147,baigurang,4033,373705.7366,2381200.467,929,1018,838,1090,1019,599,586,640,1015,1408,2501,2634,2569,2632,2821,2843,2197,1809,3221
148,baigurang,4034,373431.7115,2381334.558,1017,1099,1037,1242,1297,720,708,682,1004,1424,2202,2404,2429,2623,2740,2903,2641,3593,2923
149,baigurang,4035,373603.6857,2380984.985,929,1020,844,1144,1109,681,608,615,1053,1560,2714,2942,2916,3099,3204,3512,2992,4526,3905
150,baigurang,4037,373615.5391,2380938.418,832,1022,836,1139,1057,653,590,601,1047,1488,2682,2839,2811,3073,3141,3405,2726,3527,3878
151,baigurang,4038,373665.4925,2380984.35,879,940,853,1124,1067,643,608,579,1005,1551,2837,2885,2931,3109,3208,3521,2981,4584,4711
152,baigurang,4039,373654.2741,2381014.195,937,954,826,1148,1100,599,573,585,1023,1555,2821,2885,2872,3061,3260,3420,2951,4709,4596
153,baigurang,4041,373679.6742,2381027.107,966,1026,808,1142,1112,650,566,595,1058,1517,2768,2849,2840,3107,3203,3409,3037,4584,4384
154,baigurang,4042,373698.9359,2381004.247,905,982,787,1091,1040,623,568,581,1052,1597,2975,2930,2911,3099,3242,3586,3083,4715,4973
155,baigurang,4043,373699.7826,2381046.58,1092,965,827,1189,1134,628,582,634,1025,1539,2727,2766,2837,3064,3172,3410,2997,4584,4103
156,baigurang,4045,373677.3459,2380954.082,939,922,873,1086,1037,578,555,629,1017,1520,2705,2833,2790,2985,3097,3521,2858,4035,4069
157,baigurang,4046,373721.7959,2380984.562,744,945,712,1104,1093,603,566,582,1013,1602,2765,2954,2912,3088,3332,3440,2916,4156,4262
158,baigurang,4048,373728.146,2381100.343,1133,1159,1110,1326,1430,746,704,646,1054,1416,2362,2396,2507,2567,2751,2941,2775,4119,3726
159,baigurang,4049,373768.5744,2381065.842,860,1041,726,1079,1019,648,594,587,1018,1517,2775,2845,2937,2995,3200,3335,2864,4332,4100
160,baigurang,4050,373749.736,2381051.025,893,986,711,1105,1027,564,534,583,1005,1559,2639,2876,2874,2996,3176,3423,2818,4047,4384
161,baigurang,4051,373816.4111,2381111.774,911,967,811,1105,1048,602,580,610,1010,1499,2728,2830,2793,3074,3043,3202,2758,4407,4423
162,baigurang,4053,373795.4561,2381165.325,910,1022,832,1140,1091,620,602,570,1067,1440,2584,2665,2772,2860,3003,3387,2973,4566,4480
163,baigurang,4054,373781.9094,2381206.812,1199,1229,1162,1318,1367,876,814,830,1032,1279,1882,2000,2161,2293,2438,2645,2624,3527,3148
164,baigurang,4055,373825.7245,2381179.084,766,903,799,1084,989,592,549,575,1033,1497,2709,2806,2837,3017,3196,3410,3106,4793,4286
165,baigurang,4056,373870.8096,2381175.909,991,849,809,1102,995,575,521,561,1053,1460,2820,2960,3023,3231,3302,3597,3083,4764,4374
166,baigurang,4058,373858.1096,2381149.239,860,839,747,1111,1017,575,516,544,990,1543,2738,2918,3066,3168,3356,3557,3123,4643,4341
167,baigurang,4059,373839.9062,2381124.897,877,935,763,1090,1022,606,550,610,1002,1593,2835,2890,2888,2966,3367,3450,2983,4574,4687
168,baigurang,4060,373891.553,2381152.837,880,889,680,1105,996,557,511,532,976,1429,2822,2962,2950,3204,3296,3509,3143,4832,4488
169,baigurang,4061,373890.0713,2381091.03,831,895,827,1112,1055,618,522,569,984,1424,2728,2952,2916,3167,3243,3528,3049,4746,4702
170,baigurang,4062,373858.1096,2381075.367,897,954,793,1125,993,619,537,594,993,1437,2855,2873,2892,3034,3229,3453,3070,5024,4735
171,baigurang,4063,373867.8462,2381047.427,817,944,789,1095,1026,574,552,569,1031,1496,2799,2969,3056,3137,3321,3564,3163,4818,4414
172,baigurang,4064,373881.1813,2381014.407,811,993,822,1092,1022,560,538,538,1007,1474,2793,2940,2946,3175,3267,3508,3016,4680,4528
173,baigurang,4065,373847.9495,2381005.305,875,965,744,1093,1025,620,566,557,1055,1488,2751,2838,2892,2958,3087,3373,2862,4325,4375
174,baigurang,4066,373871.6562,2380971.438,837,854,792,1106,1046,633,582,571,1005,1428,2625,2696,2732,2810,3032,3166,2636,3895,3864
175,baigurang,4067,373901.2896,2380947.943,874,976,793,1121,1054,605,581,589,1025,1392,2663,2642,2741,2894,3042,3348,3014,4807,4564
176,baigurang,4069,373937.4847,2380949.213,888,972,757,1096,1052,614,568,612,1041,1504,3017,2953,3050,3192,3366,3734,3144,5002,5090
177,baigurang,4070,373902.1363,2380906.88,892,930,801,1123,1074,621,561,590,1019,1547,2910,2975,2935,3258,3385,3683,3069,4677,4548
178,baigurang,4071,373867.8462,2380902.646,938,1019,809,1107,1060,623,583,541,1011,1518,2834,2991,2983,3174,3422,3569,3210,4991,4679
179,baigurang,4072,373921.1863,2380886.348,898,1005,761,1115,1077,621,604,619,1103,1537,2909,3091,3116,3264,3379,3620,3070,4619,4668
180,baigurang,4073,373946.7981,2380883.385,857,1017,836,1158,1094,602,600,605,1074,1581,2838,3058,3126,3254,3339,3613,3143,4775,4435
181,baigurang,4074,373942.3531,2380844.65,890,877,773,1162,1119,684,622,620,1062,1514,2822,3023,3062,3170,3304,3470,3078,4826,4482
182,baigurang,4075,373838.2128,2380839.358,826,942,789,1102,979,617,564,547,995,1486,2837,3039,3139,3317,3476,3671,3313,5055,4500
183,baigurang,4076,373952.0897,2380816.498,887,951,861,1138,1074,659,594,599,1050,1510,2780,2978,2889,3148,3239,3525,3098,4693,4391
184,baigurang,4077,373930.288,2380754.056,869,1018,819,1125,1091,611,612,630,1073,1487,2797,3015,3113,3265,3426,3611,3094,4717,4759
185,baigurang,4078,373979.8181,2380759.771,942,996,761,1114,1092,658,585,607,1015,1465,2717,2660,2708,2873,2980,3159,2683,4161,4035
186,baigurang,4080,373906.5813,2380715.109,842,963,785,1178,1092,705,612,566,1027,1551,2994,3144,3244,3310,3501,3718,3247,5228,4693
187,baigurang,4081,373965.6364,2380710.876,1001,981,789,1107,1085,635,577,598,1038,1456,2792,3015,2929,3222,3212,3481,3085,4760,4591
188,baigurang,4084,373857.8979,2380667.484,1001,977,804,1124,1103,674,592,612,1100,1573,3008,3163,3136,3354,3511,3756,3303,5454,4988
189,baigurang,4085,373879.9113,2380632.136,815,1065,847,1122,1079,672,602,574,1033,1618,3046,3109,3222,3390,3500,3851,3388,5060,4894
190,baigurang,4086,373922.4563,2380640.391,843,947,786,1144,1088,691,614,599,1057,1539,3056,3145,3260,3355,3558,3825,3303,5158,4800
191,baigurang,4087,373970.5048,2380639.121,970,1007,733,1123,1072,634,576,607,1070,1599,2879,3069,3133,3243,3383,3571,3011,4745,4700
